,DATE,TRADE DETAILS,TRADE DETAILS.18,Team_x,x_receieved,Team_y,y_receieved
0,"Jun. 30, 2022","Columbus Blue Jackets Acquire:Mathieu Olivier · $750,000$750,000$750,000Sum: $750,000$750,000$750,000Change: +$750,000Change: +$750,000Change: +$750,000","Nashville Predators Acquire:2022 4th round pick (TOR - #122 - Dennis Hildeby)Sum: $0$0$0Change: -$750,000Change: -$750,000Change: -$750,000",Columbus Blue Jackets ,"Mathieu Olivier · $750,000$750,000$750,000Sum: $750,000$750,000$750,000Change: +$750,000Change: +$750,000Change: +$750,000",Nashville Predators ,"2022 4th round pick (TOR - #122 - Dennis Hildeby)Sum: $0$0$0Change: -$750,000Change: -$750,000Change: -$750,000"
1,"Jun. 29, 2022",Los Angeles Kings Acquire:Kevin Fiala · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Minnesota Wild Acquire:Brock Faber · $0$0$0 (AHL/JR) (Signing Rights)2022 1st round pick (LAK - #19 - Liam Öhgren)Sum: $0$0$0Change: $0Change: $0Change: $0,Los Angeles Kings ,Kevin Fiala · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Minnesota Wild ,Brock Faber · $0$0$0 (AHL/JR) (Signing Rights)2022 1st round pick (LAK - #19 - Liam Öhgren)Sum: $0$0$0Change: $0Change: $0Change: $0
2,"Jun. 16, 2022","Montreal Canadiens Acquire:Evgeni Dadonov · $5,000,000$5,000,000$6,500,000Sum: $5,000,000$5,000,000$6,500,000Change: -$2,857,143Change: -$2,857,143Change: +$3,500,000","Vegas Golden Knights Acquire:Shea Weber · $7,857,143$7,857,143$3,000,000Sum: $7,857,143$7,857,143$3,000,000Change: +$2,857,143Change: +$2,857,143Change: -$3,500,000",Montreal Canadiens ,"Evgeni Dadonov · $5,000,000$5,000,000$6,500,000Sum: $5,000,000$5,000,000$6,500,000Change: -$2,857,143Change: -$2,857,143Change: +$3,500,000",Vegas Golden Knights ,"Shea Weber · $7,857,143$7,857,143$3,000,000Sum: $7,857,143$7,857,143$3,000,000Change: +$2,857,143Change: +$2,857,143Change: -$3,500,000"
3,"Jun. 10, 2022","Buffalo Sabres Acquire:Ben Bishop · $4,916,667$4,916,667$3,500,0002022 7th round pick (DAL - #211 - Linus Sjödin)Sum: $4,916,667$4,916,667$3,500,000Change: +$4,916,667Change: +$4,916,667Change: +$3,500,000","Dallas Stars Acquire:Future ConsiderationsSum: $0$0$0Change: -$4,916,667Change: -$4,916,667Change: -$3,500,000",Buffalo Sabres ,"Ben Bishop · $4,916,667$4,916,667$3,500,0002022 7th round pick (DAL - #211 - Linus Sjödin)Sum: $4,916,667$4,916,667$3,500,000Change: +$4,916,667Change: +$4,916,667Change: +$3,500,000",Dallas Stars ,"Future ConsiderationsSum: $0$0$0Change: -$4,916,667Change: -$4,916,667Change: -$3,500,000"
4,"Mar. 28, 2022","Carolina Hurricanes Acquire:Tarmo Reunanen · $0$809,167$70,000 (AHL/JR)Sum: $0$809,167$70,000Change: $0Change: +$59,167Change: -$30,000","New York Rangers Acquire:Maxim Letunov · $0$750,000$100,000 (AHL/JR)Sum: $0$750,000$100,000Change: $0Change: -$59,167Change: +$30,000",Carolina Hurricanes ,"Tarmo Reunanen · $0$809,167$70,000 (AHL/JR)Sum: $0$809,167$70,000Change: $0Change: +$59,167Change: -$30,000",New York Rangers ,"Maxim Letunov · $0$750,000$100,000 (AHL/JR)Sum: $0$750,000$100,000Change: $0Change: -$59,167Change: +$30,000"
5,"Mar. 28, 2022","Boston Bruins Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$800,000Change: -$70,000","St. Louis Blues Acquire:Brady Lyle · $0$800,000$70,000 (AHL/JR)Sum: $0$800,000$70,000Change: $0Change: +$800,000Change: +$70,000",Boston Bruins ,"Future ConsiderationsSum: $0$0$0Change: $0Change: -$800,000Change: -$70,000",St. Louis Blues ,"Brady Lyle · $0$800,000$70,000 (AHL/JR)Sum: $0$800,000$70,000Change: $0Change: +$800,000Change: +$70,000"
6,"Mar. 23, 2022","Philadelphia Flyers Acquire:Brennan Menell · $0$750,000$400,000 (AHL/JR)Sum: $0$750,000$400,000Change: $0Change: +$750,000Change: +$400,000","Toronto Maple Leafs Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$750,000Change: -$400,000",Philadelphia Flyers ,"Brennan Menell · $0$750,000$400,000 (AHL/JR)Sum: $0$750,000$400,000Change: $0Change: +$750,000Change: +$400,000",Toronto Maple Leafs ,"Future ConsiderationsSum: $0$0$0Change: $0Change: -$750,000Change: -$400,000"
7,"Mar. 21, 2022","Carolina Hurricanes Acquire:From FLA:Max Domi ($1,325,000 retained - 50%) · $1,325,000$1,325,000$1,500,000Tyler Inamoto · $0$0$0 (Signing Rights)Sum: $1,325,000$1,325,000$1,500,000Change: +$1,325,000Change: +$1,325,000Change: +$1,500,000","Columbus Blue Jackets Acquire:From CAR:Aidan Hreschuk · $0$0$0 (AHL/JR) (Signing Rights)Sum: $0$0$0Change: -$2,650,000Change: -$2,650,000Change: -$3,000,000",Carolina Hurricanes ,"From FLA:Max Domi ($1,325,000 retained - 50%) · $1,325,000$1,325,000$1,500,000Tyler Inamoto · $0$0$0 (Signing Rights)Sum: $1,325,000$1,325,000$1,500,000Change: +$1,325,000Change: +$1,325,000Change: +$1,500,000",Columbus Blue Jackets ,"From CAR:Aidan Hreschuk · $0$0$0 (AHL/JR) (Signing Rights)Sum: $0$0$0Change: -$2,650,000Change: -$2,650,000Change: -$3,000,000"
8,"Mar. 21, 2022","Minnesota Wild Acquire:Future ConsiderationsSum: $0$0$0Change: -$875,000Change: -$2,000,000Change: +$196,000,000","Seattle Kraken Acquire:Victor Rask ($2,000,000 retained - 50%) · $875,000$2,000,000$0 (AHL/JR)Sum: $875,000$2,000,000$0Change: +$875,000Change: +$2,000,000Change: -$196,000,000",Minnesota Wild ,"Future ConsiderationsSum: $0$0$0Change: -$875,000Change: -$2,000,000Change: +$196,000,000",Seattle Kraken ,"Victor Rask ($2,000,000 retained - 50%) · $875,000$2,000,000$0 (AHL/JR)Sum: $875,000$2,000,000$0Change: +$875,000Change: +$2,000,000Change: -$196,000,000"
9,"Mar. 21, 2022","New York Rangers Acquire:Tyler Motte · $1,225,000$1,225,000$1,450,000Sum: $1,225,000$1,225,000$1,450,000Change: +$1,225,000Change: +$1,225,000Change: +$1,450,000","Vancouver Canucks Acquire:2023 4th round pick (NYR - #119 - Matthew Perkins)Sum: $0$0$0Change: -$1,225,000Change: -$1,225,000Change: -$1,450,000",New York Rangers ,"Tyler Motte · $1,225,000$1,225,000$1,450,000Sum: $1,225,000$1,225,000$1,450,000Change: +$1,225,000Change: +$1,225,000Change: +$1,450,000",Vancouver Canucks ,"2023 4th round pick (NYR - #119 - Matthew Perkins)Sum: $0$0$0Change: -$1,225,000Change: -$1,225,000Change: -$1,450,000"
10,"Mar. 21, 2022","San Jose Sharks Acquire:Antoine Morand · $0$778,333$70,000 (AHL/JR)Sum: $0$778,333$70,000Change: $0Change: -$146,667Change: $0","Tampa Bay Lightning Acquire:Alexei Melnichuk · $0$925,000$70,000 (AHL/JR)Sum: $0$925,000$70,000Change: $0Change: +$146,667Change: $0",San Jose Sharks ,"Antoine Morand · $0$778,333$70,000 (AHL/JR)Sum: $0$778,333$70,000Change: $0Change: -$146,667Change: $0",Tampa Bay Lightning ,"Alexei Melnichuk · $0$925,000$70,000 (AHL/JR)Sum: $0$925,000$70,000Change: $0Change: +$146,667Change: $0"
11,"Mar. 21, 2022","Calgary Flames Acquire:Ryan Carpenter · $1,000,000$1,000,000$1,000,000Sum: $1,000,000$1,000,000$1,000,000Change: +$1,000,000Change: +$1,000,000Change: +$1,000,000","Chicago Blackhawks Acquire:2024 5th round pick (CGY - #138)Sum: $0$0$0Change: -$1,000,000Change: -$1,000,000Change: -$1,000,000",Calgary Flames ,"Ryan Carpenter · $1,000,000$1,000,000$1,000,000Sum: $1,000,000$1,000,000$1,000,000Change: +$1,000,000Change: +$1,000,000Change: +$1,000,000",Chicago Blackhawks ,"2024 5th round pick (CGY - #138)Sum: $0$0$0Change: -$1,000,000Change: -$1,000,000Change: -$1,000,000"
12,"Mar. 21, 2022","Colorado Avalanche Acquire:Andrew Cogliano ($500,000 retained - 50%) · $500,000$500,000$0Sum: $500,000$500,000$0Change: +$500,000Change: +$500,000Change: -$49,000,000","San Jose Sharks Acquire:2024 5th round pick (COL - #153)Sum: $0$0$0Change: -$500,000Change: -$500,000Change: +$49,000,000",Colorado Avalanche ,"Andrew Cogliano ($500,000 retained - 50%) · $500,000$500,000$0Sum: $500,000$500,000$0Change: +$500,000Change: +$500,000Change: -$49,000,000",San Jose Sharks ,"2024 5th round pick (COL - #153)Sum: $0$0$0Change: -$500,000Change: -$500,000Change: +$49,000,000"
13,"Mar. 21, 2022","Dallas Stars Acquire:Vladislav Namestnikov ($1,000,000 retained - 50%) · $1,000,000$1,000,000$0Sum: $1,000,000$1,000,000$0Change: +$1,000,000Change: +$1,000,000Change: -$122,500,000","Detroit Red Wings Acquire:2024 4th round pick (DAL - #126)Sum: $0$0$0Change: -$1,000,000Change: -$1,000,000Change: +$122,500,000",Dallas Stars ,"Vladislav Namestnikov ($1,000,000 retained - 50%) · $1,000,000$1,000,000$0Sum: $1,000,000$1,000,000$0Change: +$1,000,000Change: +$1,000,000Change: -$122,500,000",Detroit Red Wings ,"2024 4th round pick (DAL - #126)Sum: $0$0$0Change: -$1,000,000Change: -$1,000,000Change: +$122,500,000"
14,"Mar. 21, 2022","Edmonton Oilers Acquire:Derick Brassard ($412,500 retained - 50%) · $412,500$412,500$0Sum: $412,500$412,500$0Change: +$412,500Change: +$412,500Change: $0","Philadelphia Flyers Acquire:2023 4th round pick (EDM - #120 - Alex Ciernik)Sum: $0$0$0Change: -$412,500Change: -$412,500Change: $0",Edmonton Oilers ,"Derick Brassard ($412,500 retained - 50%) · $412,500$412,500$0Sum: $412,500$412,500$0Change: +$412,500Change: +$412,500Change: $0",Philadelphia Flyers ,"2023 4th round pick (EDM - #120 - Alex Ciernik)Sum: $0$0$0Change: -$412,500Change: -$412,500Change: $0"
15,"Mar. 21, 2022","Edmonton Oilers Acquire:Brett Kulak ($925,000 retained - 50%) · $925,000$925,000$0Sum: $925,000$925,000$0Change: +$200,000Change: +$200,000Change: -$108,550,000","Montreal Canadiens Acquire:William Lagesson · $725,000$725,000$750,0002022 2nd round pick (EDM - #62 - Lane Hutson) [Conditional]*2024 7th round pick (EDM - #224)*Conditions: If Oilers reach the Stanley cup final, Montreal will receive Edmonton's 2023 2nd round pick instead. Result: Montreal will receive the 2022 2nd round pick.Sum: $725,000$725,000$750,000Change: -$200,000Change: -$200,000Change: +$108,550,000",Edmonton Oilers ,"Brett Kulak ($925,000 retained - 50%) · $925,000$925,000$0Sum: $925,000$925,000$0Change: +$200,000Change: +$200,000Change: -$108,550,000",Montreal Canadiens ,"William Lagesson · $725,000$725,000$750,0002022 2nd round pick (EDM - #62 - Lane Hutson) [Conditional]*2024 7th round pick (EDM - #224)*Conditions: If Oilers reach the Stanley cup final, Montreal will receive Edmonton's 2023 2nd round pick instead. Result: Montreal will receive the 2022 2nd round pick.Sum: $725,000$725,000$750,000Change: -$200,000Change: -$200,000Change: +$108,550,000"
16,"Mar. 21, 2022","Anaheim Ducks Acquire:Dominik Simon · $750,000$750,000$750,000Zach Aston-Reese · $1,725,000$1,725,000$1,725,000Calle Clang · $0$0$0 (AHL/JR) (Signing Rights)2022 2nd round pick (PIT - #53 - Tristan Luneau)Sum: $2,475,000$2,475,000$2,475,000Change: +$11,861Change: +$11,861Change: +$131,674,960","Pittsburgh Penguins Acquire:Rickard Rakell ($1,326,305 retained - 35%) · $2,463,139$2,463,139$0Sum: $2,463,139$2,463,139$0Change: -$11,861Change: -$11,861Change: -$131,674,960",Anaheim Ducks ,"Dominik Simon · $750,000$750,000$750,000Zach Aston-Reese · $1,725,000$1,725,000$1,725,000Calle Clang · $0$0$0 (AHL/JR) (Signing Rights)2022 2nd round pick (PIT - #53 - Tristan Luneau)Sum: $2,475,000$2,475,000$2,475,000Change: +$11,861Change: +$11,861Change: +$131,674,960",Pittsburgh Penguins ,"Rickard Rakell ($1,326,305 retained - 35%) · $2,463,139$2,463,139$0Sum: $2,463,139$2,463,139$0Change: -$11,861Change: -$11,861Change: -$131,674,960"
17,"Mar. 21, 2022","Ottawa Senators Acquire:2022 5th round pick (WPG - #143 - Cameron O'Neill)Sum: $0$0$0Change: -$2,000,000Change: -$2,000,000Change: -$2,000,000","Winnipeg Jets Acquire:Zachary Sanford · $2,000,000$2,000,000$2,000,000Sum: $2,000,000$2,000,000$2,000,000Change: +$2,000,000Change: +$2,000,000Change: +$2,000,000",Ottawa Senators ,"2022 5th round pick (WPG - #143 - Cameron O'Neill)Sum: $0$0$0Change: -$2,000,000Change: -$2,000,000Change: -$2,000,000",Winnipeg Jets ,"Zachary Sanford · $2,000,000$2,000,000$2,000,000Sum: $2,000,000$2,000,000$2,000,000Change: +$2,000,000Change: +$2,000,000Change: +$2,000,000"
18,"Mar. 21, 2022","Los Angeles Kings Acquire:Nelson Nogier · $0$725,000$150,000 (AHL/JR)Sum: $0$725,000$150,000Change: $0Change: -$71,667Change: +$80,000","Winnipeg Jets Acquire:Markus Phillips · $0$796,667$70,000 (AHL/JR)Sum: $0$796,667$70,000Change: $0Change: +$71,667Change: -$80,000",Los Angeles Kings ,"Nelson Nogier · $0$725,000$150,000 (AHL/JR)Sum: $0$725,000$150,000Change: $0Change: -$71,667Change: +$80,000",Winnipeg Jets ,"Markus Phillips · $0$796,667$70,000 (AHL/JR)Sum: $0$796,667$70,000Change: $0Change: +$71,667Change: -$80,000"
19,"Mar. 21, 2022","New York Rangers Acquire:Andrew Copp · $3,640,000$3,640,000$3,640,0002023 6th round pick (WPG - #178 - Dylan Roobroeck)Sum: $3,640,000$3,640,000$3,640,000Change: +$3,640,000Change: +$2,715,000Change: +$3,570,000","Winnipeg Jets Acquire:Morgan Barron · $0$925,000$70,000 (AHL/JR)2022 1st round pick (NYR - #30 - Brad Lambert) [Conditional]*2022 2nd round pick (STL - #55 - Elias Salomonsson) [Conditional]**2023 5th round pick (NYR - #151 - Thomas Milic)*Conditions: Pick upgrades to a 1st if Rangers wins 2 playoff rounds and Copp plays 50%. Result: Conditions met, Winnipeg receives the 2022 1st round pick.**Conditions: Winnipeg Jets have the option of a 2022 2nd (originally St. Louis' pick) or Rangers 2023 2nd. Result: the Jets chose to keep the 2022 pick.Sum: $0$925,000$70,000Change: -$3,640,000Change: -$2,715,000Change: -$3,570,000",New York Rangers ,"Andrew Copp · $3,640,000$3,640,000$3,640,0002023 6th round pick (WPG - #178 - Dylan Roobroeck)Sum: $3,640,000$3,640,000$3,640,000Change: +$3,640,000Change: +$2,715,000Change: +$3,570,000",Winnipeg Jets ,"Morgan Barron · $0$925,000$70,000 (AHL/JR)2022 1st round pick (NYR - #30 - Brad Lambert) [Conditional]*2022 2nd round pick (STL - #55 - Elias Salomonsson) [Conditional]**2023 5th round pick (NYR - #151 - Thomas Milic)*Conditions: Pick upgrades to a 1st if Rangers wins 2 playoff rounds and Copp plays 50%. Result: Conditions met, Winnipeg receives the 2022 1st round pick.**Conditions: Winnipeg Jets have the option of a 2022 2nd (originally St. Louis' pick) or Rangers 2023 2nd. Result: the Jets chose to keep the 2022 pick.Sum: $0$925,000$70,000Change: -$3,640,000Change: -$2,715,000Change: -$3,570,000"
20,"Mar. 21, 2022","Arizona Coyotes Acquire:Future ConsiderationsSum: $0$0$0Change: -$750,000Change: -$750,000Change: -$750,000","Tampa Bay Lightning Acquire:Riley Nash · $750,000$750,000$750,000Sum: $750,000$750,000$750,000Change: +$750,000Change: +$750,000Change: +$750,000",Arizona Coyotes ,"Future ConsiderationsSum: $0$0$0Change: -$750,000Change: -$750,000Change: -$750,000",Tampa Bay Lightning ,"Riley Nash · $750,000$750,000$750,000Sum: $750,000$750,000$750,000Change: +$750,000Change: +$750,000Change: +$750,000"
21,"Mar. 21, 2022","New York Rangers Acquire:Nick Merkley · $0$750,000$400,000 (AHL/JR)Sum: $0$750,000$400,000Change: $0Change: +$12,500Change: +$125,000","San Jose Sharks Acquire:Anthony Bitetto · $0$737,500$275,000 (AHL/JR)Sum: $0$737,500$275,000Change: $0Change: -$12,500Change: -$125,000",New York Rangers ,"Nick Merkley · $0$750,000$400,000 (AHL/JR)Sum: $0$750,000$400,000Change: $0Change: +$12,500Change: +$125,000",San Jose Sharks ,"Anthony Bitetto · $0$737,500$275,000 (AHL/JR)Sum: $0$737,500$275,000Change: $0Change: -$12,500Change: -$125,000"
22,"Mar. 21, 2022","Calgary Flames Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$750,000Change: -$100,000","Ottawa Senators Acquire:Michael McNiven · $0$750,000$100,000 (AHL/JR)Sum: $0$750,000$100,000Change: $0Change: +$750,000Change: +$100,000",Calgary Flames ,"Future ConsiderationsSum: $0$0$0Change: $0Change: -$750,000Change: -$100,000",Ottawa Senators ,"Michael McNiven · $0$750,000$100,000 (AHL/JR)Sum: $0$750,000$100,000Change: $0Change: +$750,000Change: +$100,000"
23,"Mar. 21, 2022","Arizona Coyotes Acquire:2023 3rd round pick (WSH - #72 - Noel Nordh)Sum: $0$0$0Change: -$700,000Change: -$700,000Change: +$88,200,000","Washington Capitals Acquire:Johan Larsson ($700,000 retained - 50%) · $700,000$700,000$0Sum: $700,000$700,000$0Change: +$700,000Change: +$700,000Change: -$88,200,000",Arizona Coyotes ,"2023 3rd round pick (WSH - #72 - Noel Nordh)Sum: $0$0$0Change: -$700,000Change: -$700,000Change: +$88,200,000",Washington Capitals ,"Johan Larsson ($700,000 retained - 50%) · $700,000$700,000$0Sum: $700,000$700,000$0Change: +$700,000Change: +$700,000Change: -$88,200,000"
24,"Mar. 21, 2022","Montreal Canadiens Acquire:Nathan Schnarr · $0$786,667$70,000 (AHL/JR)Sum: $0$786,667$70,000Change: -$750,000Change: +$36,667Change: -$680,000","New Jersey Devils Acquire:Andrew Hammond · $750,000$750,000$750,000Sum: $750,000$750,000$750,000Change: +$750,000Change: -$36,667Change: +$680,000",Montreal Canadiens ,"Nathan Schnarr · $0$786,667$70,000 (AHL/JR)Sum: $0$786,667$70,000Change: -$750,000Change: +$36,667Change: -$680,000",New Jersey Devils ,"Andrew Hammond · $750,000$750,000$750,000Sum: $750,000$750,000$750,000Change: +$750,000Change: -$36,667Change: +$680,000"
25,"Mar. 21, 2022","Detroit Red Wings Acquire:Oskar Sundqvist · $2,750,000$2,750,000$3,500,000Jake Walman · $725,000$725,000$750,0002023 2nd round pick (STL - #42 - Andrew Gibson)Sum: $3,475,000$3,475,000$4,250,000Change: +$725,000Change: -$25,000Change: +$347,000,000","St. Louis Blues Acquire:Luke Witkowski · $0$750,000$250,000 (AHL/JR)Nick Leddy ($2,750,000 retained - 50%) · $2,750,000$2,750,000$0Sum: $2,750,000$3,500,000$0Change: -$725,000Change: +$25,000Change: -$347,000,000",Detroit Red Wings ,"Oskar Sundqvist · $2,750,000$2,750,000$3,500,000Jake Walman · $725,000$725,000$750,0002023 2nd round pick (STL - #42 - Andrew Gibson)Sum: $3,475,000$3,475,000$4,250,000Change: +$725,000Change: -$25,000Change: +$347,000,000",St. Louis Blues ,"Luke Witkowski · $0$750,000$250,000 (AHL/JR)Nick Leddy ($2,750,000 retained - 50%) · $2,750,000$2,750,000$0Sum: $2,750,000$3,500,000$0Change: -$725,000Change: +$25,000Change: -$347,000,000"
26,"Mar. 21, 2022","Colorado Avalanche Acquire:Artturi Lehkonen ($1,150,000 retained - 50%) · $1,150,000$1,150,000$1,150,000Sum: $1,150,000$1,150,000$1,150,000Change: +$1,150,000Change: +$225,000Change: +$1,070,000","Montreal Canadiens Acquire:Justin Barron · $0$925,000$80,000 (AHL/JR)2024 2nd round pick (COL - #57)Sum: $0$925,000$80,000Change: -$1,150,000Change: -$225,000Change: -$1,070,000",Colorado Avalanche ,"Artturi Lehkonen ($1,150,000 retained - 50%) · $1,150,000$1,150,000$1,150,000Sum: $1,150,000$1,150,000$1,150,000Change: +$1,150,000Change: +$225,000Change: +$1,070,000",Montreal Canadiens ,"Justin Barron · $0$925,000$80,000 (AHL/JR)2024 2nd round pick (COL - #57)Sum: $0$925,000$80,000Change: -$1,150,000Change: -$225,000Change: -$1,070,000"
27,"Mar. 21, 2022","Boston Bruins Acquire:Joshua Brown · $1,200,000$1,200,000$1,400,0002022 7th round pick (OTT - #200 - Jackson Edward) [Conditional]**Conditions: If Senyshyn plays 5 games with Ottawa before the end of the 2021-22 season, the pick upgrades to a 2022 6th rd pick. Result: Games played condition not met. Boston will receive the 2022 7th round pick.Sum: $1,200,000$1,200,000$1,400,000Change: +$1,200,000Change: +$450,000Change: +$1,200,000","Ottawa Senators Acquire:Zach Senyshyn · $0$750,000$200,000 (AHL/JR)2022 5th round pick (BOS - #151 - Kevin Reidler)Sum: $0$750,000$200,000Change: -$1,200,000Change: -$450,000Change: -$1,200,000",Boston Bruins ,"Joshua Brown · $1,200,000$1,200,000$1,400,0002022 7th round pick (OTT - #200 - Jackson Edward) [Conditional]**Conditions: If Senyshyn plays 5 games with Ottawa before the end of the 2021-22 season, the pick upgrades to a 2022 6th rd pick. Result: Games played condition not met. Boston will receive the 2022 7th round pick.Sum: $1,200,000$1,200,000$1,400,000Change: +$1,200,000Change: +$450,000Change: +$1,200,000",Ottawa Senators ,"Zach Senyshyn · $0$750,000$200,000 (AHL/JR)2022 5th round pick (BOS - #151 - Kevin Reidler)Sum: $0$750,000$200,000Change: -$1,200,000Change: -$450,000Change: -$1,200,000"
28,"Mar. 21, 2022","New York Rangers Acquire:Justin Braun · $1,800,000$1,800,000$1,800,000Sum: $1,800,000$1,800,000$1,800,000Change: +$1,800,000Change: +$1,800,000Change: +$1,800,000","Philadelphia Flyers Acquire:2023 3rd round pick (NYR - #87 - Yegor Zavragin)Sum: $0$0$0Change: -$1,800,000Change: -$1,800,000Change: -$1,800,000",New York Rangers ,"Justin Braun · $1,800,000$1,800,000$1,800,000Sum: $1,800,000$1,800,000$1,800,000Change: +$1,800,000Change: +$1,800,000Change: +$1,800,000",Philadelphia Flyers ,"2023 3rd round pick (NYR - #87 - Yegor Zavragin)Sum: $0$0$0Change: -$1,800,000Change: -$1,800,000Change: -$1,800,000"
29,"Mar. 21, 2022","Nashville Predators Acquire:Alex Biega · $0$750,000$400,000 (AHL/JR)Sum: $0$750,000$400,000Change: $0Change: +$750,000Change: +$400,000","Toronto Maple Leafs Acquire:Future ConsiderationsSum: $0$0$0Change: $0Change: -$750,000Change: -$400,000",Nashville Predators ,"Alex Biega · $0$750,000$400,000 (AHL/JR)Sum: $0$750,000$400,000Change: $0Change: +$750,000Change: +$400,000",Toronto Maple Leafs ,"Future ConsiderationsSum: $0$0$0Change: $0Change: -$750,000Change: -$400,000"
30,"Mar. 21, 2022","Chicago Blackhawks Acquire:2022 2nd round pick (MIN - #57 - Ryan Greene) [Conditional]**Conditions: The pick upgrades to a 2022 1st if Minnesota reaches the Western Conference Final and Fleury has at least 4 wins in first two rounds. Result: Condition not met. Chicago receives Minnesotas 2022 2nd round pickSum: $0$0$0Change: -$3,500,000Change: -$3,500,000Change: +$294,000,000","Minnesota Wild Acquire:Marc-André Fleury ($3,500,000 retained - 50%) · $3,500,000$3,500,000$0Sum: $3,500,000$3,500,000$0Change: +$3,500,000Change: +$3,500,000Change: -$294,000,000",Chicago Blackhawks ,"2022 2nd round pick (MIN - #57 - Ryan Greene) [Conditional]**Conditions: The pick upgrades to a 2022 1st if Minnesota reaches the Western Conference Final and Fleury has at least 4 wins in first two rounds. Result: Condition not met. Chicago receives Minnesotas 2022 2nd round pickSum: $0$0$0Change: -$3,500,000Change: -$3,500,000Change: +$294,000,000",Minnesota Wild ,"Marc-André Fleury ($3,500,000 retained - 50%) · $3,500,000$3,500,000$0Sum: $3,500,000$3,500,000$0Change: +$3,500,000Change: +$3,500,000Change: -$294,000,000"
31,"Mar. 21, 2022","Los Angeles Kings Acquire:Frédéric Allard · $0$750,000$70,000 (AHL/JR)Sum: $0$750,000$70,000Change: $0Change: $0Change: -$30,000","Nashville Predators Acquire:Brayden Burke · $0$750,000$100,000 (AHL/JR)Sum: $0$750,000$100,000Change: $0Change: $0Change: +$30,000",Los Angeles Kings ,"Frédéric Allard · $0$750,000$70,000 (AHL/JR)Sum: $0$750,000$70,000Change: $0Change: $0Change: -$30,000",Nashville Predators ,"Brayden Burke · $0$750,000$100,000 (AHL/JR)Sum: $0$750,000$100,000Change: $0Change: $0Change: +$30,000"
32,"Mar. 21, 2022","Minnesota Wild Acquire:Jake Middleton · $725,000$725,000$750,000Sum: $725,000$725,000$750,000Change: $0Change: $0Change: $0","San Jose Sharks Acquire:Kaapo Kähkönen · $725,000$725,000$750,0002022 5th round pick (SJS - #140 - Jake Furlong)Sum: $725,000$725,000$750,000Change: $0Change: $0Change: $0",Minnesota Wild ,"Jake Middleton · $725,000$725,000$750,000Sum: $725,000$725,000$750,000Change: $0Change: $0Change: $0",San Jose Sharks ,"Kaapo Kähkönen · $725,000$725,000$750,0002022 5th round pick (SJS - #140 - Jake Furlong)Sum: $725,000$725,000$750,000Change: $0Change: $0Change: $0"
33,"Mar. 21, 2022","Arizona Coyotes Acquire:Bryan Little · $5,291,667$5,291,667$6,000,000Nathan Smith · $0$0$0 (AHL/JR) (Signing Rights)Sum: $5,291,667$5,291,667$6,000,000Change: +$5,291,667Change: +$5,291,667Change: +$6,000,000","Winnipeg Jets Acquire:2022 4th round pick (ARI - #99 - Garrett Brown)Sum: $0$0$0Change: -$5,291,667Change: -$5,291,667Change: -$6,000,000",Arizona Coyotes ,"Bryan Little · $5,291,667$5,291,667$6,000,000Nathan Smith · $0$0$0 (AHL/JR) (Signing Rights)Sum: $5,291,667$5,291,667$6,000,000Change: +$5,291,667Change: +$5,291,667Change: +$6,000,000",Winnipeg Jets ,"2022 4th round pick (ARI - #99 - Garrett Brown)Sum: $0$0$0Change: -$5,291,667Change: -$5,291,667Change: -$6,000,000"
34,"Mar. 21, 2022","Washington Capitals Acquire:Marcus Johansson ($750,000 retained - 50%) · $750,000$750,000$0Sum: $750,000$750,000$0Change: +$25,000Change: +$25,000Change: -$74,250,000","Seattle Kraken Acquire:Daniel Sprong · $725,000$725,000$750,0002022 4th round pick (WSH - #117 - Cole Spicer)2023 6th round pick (WSH - #168 - Visa Vedenpää)Sum: $725,000$725,000$750,000Change: -$25,000Change: -$25,000Change: +$74,250,000",Washington Capitals ,"Marcus Johansson ($750,000 retained - 50%) · $750,000$750,000$0Sum: $750,000$750,000$0Change: +$25,000Change: +$25,000Change: -$74,250,000",Seattle Kraken ,"Daniel Sprong · $725,000$725,000$750,0002022 4th round pick (WSH - #117 - Cole Spicer)2023 6th round pick (WSH - #168 - Visa Vedenpää)Sum: $725,000$725,000$750,000Change: -$25,000Change: -$25,000Change: +$74,250,000"
35,"Mar. 21, 2022",Arizona Coyotes Acquire:Jack McBain · $0$0$0 (AHL/JR) (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Minnesota Wild Acquire:2022 2nd round pick (VAN - #47 - Hunter Haight)Sum: $0$0$0Change: $0Change: $0Change: $0,Arizona Coyotes ,Jack McBain · $0$0$0 (AHL/JR) (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Minnesota Wild ,2022 2nd round pick (VAN - #47 - Hunter Haight)Sum: $0$0$0Change: $0Change: $0Change: $0
